time,acceleration,pressure,altitude,height,speed,temperature,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,latitude,longitude,altitude
129.58,-10.07,62608,3880.28,2312.3,-32.84,26.5,0.27,-11.82,-14.6,-122.88,88.16,-161.36,0.22,0.13,0.45,46.56,4.17,40.8737527,-104.6176112,4103
129.62,-10.07,62608,3880.28,2312.3,-32.84,26.5,0.27,-11.82,-14.6,-122.88,88.16,-161.36,0.22,0.13,0.45,46.56,3.84,40.8737527,-104.6176112,4103
129.63,-10.07,62608,3880.28,2312.3,-32.84,26.5,0.27,-11.82,-14.6,-122.88,88.16,-161.36,0.22,0.13,0.45,46.56,3.84,40.8737527,-104.6176112,4103
129.63,-10.07,62608,3880.28,2312.3,-32.84,26.5,0.27,-11.82,-14.6,-122.88,88.16,-161.36,0.22,0.13,0.45,46.56,3.84,40.8737527,-104.6176112,4103
129.68,-7.95,62510,3892.34,2324.36,-32.65,26.6,-14.79,24.74,1.8,-501.55,-51.07,191.68,0.17,-0.1,0.42,56.49,3.84,40.8737389,-104.6176049,4075
129.78,-9.01,62572,3884.71,2316.73,-32.36,26.5,0.84,-14.39,3.45,-474.7,50.8,135.53,0.31,-0.25,0.13,62.78,3.84,40.8737389,-104.6176049,4075
129.88,-9.01,62654,3874.63,2306.65,-31.79,26.5,0.19,-9.09,7.57,-387.11,72.96,14.98,0.36,-0.2,-0.1,67.66,3.84,40.8737389,-104.6176049,4075
129.94,-9.01,62654,3874.63,2306.65,-31.79,26.5,0.19,-9.09,7.57,-387.11,72.96,14.98,0.36,-0.2,-0.1,67.66,4.15,40.8737389,-104.6176049,4075
129.98,-10.07,62682,3871.19,2303.21,-31.13,26.5,0.32,-6.63,7.5,-329.61,12.59,-59,0.36,-0.11,-0.25,73.68,4.15,40.8737389,-104.6176049,4075
130.08,-12.72,62666,3873.16,2305.17,-30.22,26.5,-2.53,-5.42,7.66,-358.06,-60.04,-90.06,0.32,0.03,-0.37,84.12,4.15,40.8737389,-104.6176049,4075
130.18,-8.48,62759,3861.74,2293.76,-29.07,26.5,1.14,3.21,8.71,-461.64,-116.68,-122.41,0.25,0.28,-0.39,100.61,4.15,40.8737389,-104.6176049,4075
130.26,-8.48,62759,3861.74,2293.76,-29.07,26.5,1.14,3.21,8.71,-461.64,-116.68,-122.41,0.25,0.28,-0.39,100.61,4.14,40.8737389,-104.6176049,4075
130.28,-10.07,62934,3840.29,2272.31,-27.76,26.5,0.59,9.73,10.11,-386.68,-162.4,5.03,0.16,0.52,-0.26,116.56,4.14,40.8737389,-104.6176049,4075
130.38,-7.42,63114,3818.28,2250.3,-26.6,26.5,1.07,16.26,8.96,-300.07,-151.66,99.64,0.04,0.66,-0.06,133.53,4.14,40.8737389,-104.6176049,4075
130.48,-6.36,63243,3802.54,2234.56,-25.5,26.5,3.18,20.59,3.95,-267.11,-176.87,189.12,-0.09,0.65,0.16,150.73,4.14,40.8737389,-104.6176049,4075
130.58,-8.48,63136,3815.6,2247.62,-24.39,26.5,0.89,14.96,-3.07,-293.72,-144.46,260.23,-0.19,0.5,0.38,146.53,4.13,40.8737389,-104.6176049,4075
130.58,-8.48,63136,3815.6,2247.62,-24.39,26.5,0.89,14.96,-3.07,-293.72,-144.46,260.23,-0.19,0.5,0.38,146.53,4.13,40.8737389,-104.6176049,4075
130.63,-8.48,63136,3815.6,2247.62,-24.39,26.5,0.89,14.96,-3.07,-293.72,-144.46,260.23,-0.19,0.5,0.38,146.53,4.13,40.8737389,-104.6176049,4075
130.63,-8.48,63136,3815.6,2247.62,-24.39,26.5,0.89,14.96,-3.07,-293.72,-144.46,260.23,-0.19,0.5,0.38,146.53,4.13,40.8737389,-104.6176049,4075
130.68,-16.43,62655,3874.51,2306.53,-23.36,26.5,-6.81,-5.85,0.51,-482.39,-123.22,225.25,-0.16,0.14,0.5,123.34,4.13,40.8737126,-104.6175533,4046
130.78,-18.02,62776,3859.65,2291.67,-22.6,26.5,-9.44,-13.88,0.17,-501.43,-132.62,174.23,0.06,-0.27,0.31,104.82,4.13,40.8737126,-104.6175533,4046
130.88,-15.37,62830,3853.03,2285.05,-22.02,26.5,-6.21,-19.3,0.07,-413.97,-75.36,134.92,0.24,-0.3,-0.09,99.15,4.13,40.8737126,-104.6175533,4046
130.9,-15.37,62830,3853.03,2285.05,-22.02,26.5,-6.21,-19.3,0.07,-413.97,-75.36,134.92,0.24,-0.3,-0.09,99.15,4.16,40.8737126,-104.6175533,4046
130.98,-11.66,62907,3843.6,2275.62,-21.77,26.5,-1.67,-11.84,12.79,-352.56,-52.53,59.96,0.27,-0.08,-0.35,103.04,4.16,40.8737126,-104.6175533,4046
131.08,-9.01,62866,3848.62,2280.64,-21.88,26.5,0.78,-7.23,14.66,-258.08,-115.1,43.85,0.2,0.17,-0.43,115.34,4.16,40.8737126,-104.6175533,4046
131.18,-7.42,62933,3840.42,2272.43,-22.37,26.5,2.81,5.84,20.12,-131.49,-168.14,59.72,0.05,0.35,-0.45,130.66,4.16,40.8737126,-104.6175533,4046
131.22,-7.42,62933,3840.42,2272.43,-22.37,26.5,2.81,5.84,20.12,-131.49,-168.14,59.72,0.05,0.35,-0.45,130.66,4.15,40.8737126,-104.6175533,4046
131.28,-6.89,62857,3849.72,2281.74,-23.07,26.5,3.79,2.78,21.05,-36.7,-194.69,89.08,-0.16,0.43,-0.45,144.59,4.15,40.8737126,-104.6175533,4046
131.38,-7.95,62885,3846.29,2278.31,-24,26.5,2.63,2.41,18.09,13.35,-221.36,44.46,-0.36,0.42,-0.37,144.13,4.15,40.8737126,-104.6175533,4046
131.48,-9.01,62984,3834.17,2266.19,-25.05,26.5,1.39,1.4,11.34,41.98,-177.9,10.22,-0.51,0.39,-0.27,134.46,4.15,40.8737126,-104.6175533,4046
131.54,-9.01,62984,3834.17,2266.19,-25.05,26.5,1.39,1.4,11.34,41.98,-177.9,10.22,-0.51,0.39,-0.27,134.46,4.12,40.8737126,-104.6175533,4046
131.58,-10.07,63017,3830.14,2262.16,-26.12,26.5,-0.36,2.67,7.58,43.75,-38.37,-12.24,-0.55,0.38,-0.21,131.01,4.12,40.8737126,-104.6175533,4046
131.62,-10.07,63017,3830.14,2262.16,-26.12,26.5,-0.36,2.67,7.58,43.75,-38.37,-12.24,-0.55,0.38,-0.21,131.01,4.12,40.8737126,-104.6175533,4046
131.62,-10.07,63017,3830.14,2262.16,-26.12,26.5,-0.36,2.67,7.58,43.75,-38.37,-12.24,-0.55,0.38,-0.21,131.01,4.12,40.8737126,-104.6175533,4046
131.68,-9.54,62848,3850.83,2282.84,-27.2,26.5,0.54,2.6,12.45,52.97,75.46,-66.93,-0.53,0.38,-0.26,129.54,4.12,40.8736635,-104.6174859,4015
131.78,-6.36,63048,3826.35,2258.37,-28.38,26.5,3,3.63,14.57,88.31,158.84,-147.38,-0.41,0.42,-0.34,119.57,4.12,40.8736635,-104.6174859,4015
131.86,-6.36,63048,3826.35,2258.37,-28.38,26.5,3,3.63,14.57,88.31,158.84,-147.38,-0.41,0.42,-0.34,119.57,4.12,40.8736635,-104.6174859,4015
131.88,-6.36,63101,3819.87,2251.89,-29.42,26.5,3.7,-1.42,16.24,159.66,227.75,-114.85,-0.18,0.37,-0.46,105.55,4.12,40.8736635,-104.6174859,4015
131.98,-9.54,63171,3811.33,2243.34,-30.45,26.5,1.12,-9.5,16.06,227.04,217.43,-41.97,0.08,0.18,-0.49,91.06,4.12,40.8736635,-104.6174859,4015
132.08,-121.92,63192,3808.76,2240.78,-31.31,26.5,-44.87,5.92,-10.84,261.71,203.03,-8.7,0.26,-0.04,-0.37,74.18,4.12,40.8736635,-104.6174859,4015
132.18,-5.3,63263,3800.1,2232.12,-32.02,26.5,4.36,-9.92,0.49,120.47,245.69,142.18,0.44,-0.04,-0.14,54.86,4.16,40.8736635,-104.6174859,4015
132.18,-5.3,63263,3800.1,2232.12,-32.02,26.5,4.36,-9.92,0.49,120.47,245.69,142.18,0.44,-0.04,-0.14,54.86,4.16,40.8736635,-104.6174859,4015
132.28,-5.3,63151,3813.77,2245.79,-32.65,26.5,4.67,-7.64,-1.7,12.93,195.76,126.74,0.49,0.06,0.07,41.21,4.16,40.8736635,-104.6174859,4015
132.38,-6.36,63304,3795.11,2227.13,-33.24,26.5,3.48,-1.24,-10.71,-112.69,159.51,76.93,0.45,0.14,0.22,34.24,4.16,40.8736635,-104.6174859,4015
132.48,-7.42,63195,3808.4,2240.42,-33.7,26.5,2.71,-7.44,-11.88,-161.27,112.88,-19.38,0.39,0.09,0.31,28.92,4.16,40.8736635,-104.6174859,4015
132.5,-7.42,63195,3808.4,2240.42,-33.7,26.5,2.71,-7.44,-11.88,-161.27,112.88,-19.38,0.39,0.09,0.31,28.92,4.13,40.8736635,-104.6174859,4015
132.58,-8.48,63182,3809.98,2242,-33.91,26.5,1.92,-4.72,-18.13,-84.61,55.74,-59.91,0.34,-0.01,0.34,24.35,4.13,40.8736635,-104.6174859,4015
132.62,-8.48,63182,3809.98,2242,-33.91,26.5,1.92,-4.72,-18.13,-84.61,55.74,-59.91,0.34,-0.01,0.34,24.35,4.13,40.8736635,-104.6174859,4015
132.62,-8.48,63182,3809.98,2242,-33.91,26.5,1.92,-4.72,-18.13,-84.61,55.74,-59.91,0.34,-0.01,0.34,24.35,4.13,40.8736635,-104.6174859,4015
132.68,-11.13,63170,3811.45,2243.47,-33.72,26.5,1.01,-5.92,-9.98,54.86,28.64,-39.04,0.29,-0.05,0.37,22.69,4.13,40.8735919,-104.6174812,3985
132.78,-9.01,63222,3805.1,2237.12,-33.54,26.5,1.4,5.09,-9.66,400.27,-119.98,-24.45,0.32,0.1,0.38,16.35,4.13,40.8735919,-104.6174812,3985
132.82,-9.01,63222,3805.1,2237.12,-33.54,26.5,1.4,5.09,-9.66,400.27,-119.98,-24.45,0.32,0.1,0.38,16.35,4.15,40.8735919,-104.6174812,3985
132.88,-7.42,63284,3797.54,2229.56,-33.27,26.5,2.13,12.42,-10.94,236.69,-149.58,-58.2,0.41,0.27,0.25,25.58,4.15,40.8735919,-104.6174812,3985
132.98,-7.42,63569,3762.88,2194.9,-32.92,26.5,2.26,5.24,-3.92,97.65,-142.75,-70.17,0.47,0.26,0.08,40.77,4.15,40.8735919,-104.6174812,3985
133.08,-7.42,63607,3758.26,2190.28,-32.53,26.5,2.38,1.38,-5.1,21.35,-115.1,-69.86,0.49,0.21,-0.03,54.05,4.15,40.8735919,-104.6174812,3985
133.14,-7.42,63607,3758.26,2190.28,-32.53,26.5,2.38,1.38,-5.1,21.35,-115.1,-69.86,0.49,0.21,-0.03,54.05,4.17,40.8735919,-104.6174812,3985
133.18,-7.95,63644,3753.77,2185.79,-32.2,26.5,1.98,0.17,0.2,-6.73,-99.78,-62.84,0.48,0.15,-0.13,65.73,4.17,40.8735919,-104.6174812,3985
133.28,-7.42,63633,3755.11,2187.13,-31.9,26.5,2.4,0,2.38,-7.64,-108.69,-60.34,0.44,0.1,-0.22,78.11,4.17,40.8735919,-104.6174812,3985
133.38,-6.36,63556,3764.46,2196.47,-31.56,26.5,3.51,-2.69,4.93,5.3,-136.7,-73.89,0.38,0.06,-0.31,93.56,4.17,40.8735919,-104.6174812,3985
133.46,-6.36,63556,3764.46,2196.47,-31.56,26.5,3.51,-2.69,4.93,5.3,-136.7,-73.89,0.38,0.06,-0.31,93.56,4.18,40.8735919,-104.6174812,3985
133.48,-5.3,63444,3778.07,2210.09,-31.15,26.5,4.85,-4.01,10.14,30.69,-174.36,-103.37,0.25,0,-0.4,113.54,4.18,40.8735919,-104.6174812,3985
133.58,-4.77,63407,3782.57,2214.59,-30.71,26.5,5.34,-8.35,19.26,82.08,-165.39,-133.16,0.07,-0.08,-0.43,133.68,4.18,40.8735919,-104.6174812,3985
133.63,-4.77,63407,3782.57,2214.59,-30.71,26.5,5.34,-8.35,19.26,82.08,-165.39,-133.16,0.07,-0.08,-0.43,133.68,4.18,40.8735919,-104.6174812,3985
133.63,-4.77,63407,3782.57,2214.59,-30.71,26.5,5.34,-8.35,19.26,82.08,-165.39,-133.16,0.07,-0.08,-0.43,133.68,4.18,40.8735919,-104.6174812,3985
133.68,-4.24,63487,3772.84,2204.86,-30.21,26.5,5.71,-10.81,12.74,120.29,-115.34,-220.99,-0.15,-0.16,-0.41,150.09,4.18,40.8735565,-104.6174835,3955
133.78,-7.95,63584,3761.06,2193.07,-29.83,26.5,2.71,2.93,-0.19,-108.66,-21.83,-181.8,-0.33,-0.13,-0.35,150.48,4.12,40.8735565,-104.6174835,3955
133.78,-7.95,63584,3761.06,2193.07,-29.83,26.5,2.71,2.93,-0.19,-108.66,-21.83,-181.8,-0.33,-0.13,-0.35,150.48,4.12,40.8735565,-104.6174835,3955
133.88,-9.01,63433,3779.4,2211.42,-29.47,26.5,0.94,-8.2,16.63,-224.51,96.15,5.09,-0.34,0.06,-0.43,142.31,4.12,40.8735565,-104.6174835,3955
133.98,-9.54,63618,3756.93,2188.95,-29.1,26.5,0.79,-1.79,19.56,-124.53,138.33,-5.83,-0.23,0.21,-0.49,131.73,4.12,40.8735565,-104.6174835,3955
134.08,-9.54,63649,3753.17,2185.19,-28.62,26.5,0.72,-3.55,18.38,33.01,119.96,-1.26,-0.11,0.25,-0.5,123.44,4.12,40.8735565,-104.6174835,3955
134.1,-9.54,63649,3753.17,2185.19,-28.62,26.5,0.72,-3.55,18.38,33.01,119.96,-1.26,-0.11,0.25,-0.5,123.44,4.12,40.8735565,-104.6174835,3955
134.18,-8.48,63629,3755.59,2187.61,-28.14,26.5,2.3,-1,10.04,196.83,163.84,19.37,0.03,0.12,-0.49,111.56,4.12,40.8735565,-104.6174835,3955
134.28,-9.54,63727,3743.71,2175.73,-27.55,26.5,-0.16,-6.28,5.27,19.89,176.05,34.82,0.19,0.02,-0.42,95.34,4.12,40.8735565,-104.6174835,3955
134.38,-7.42,63867,3726.76,2158.78,-27.02,26.5,2.94,-2.37,5.09,-54.09,153.34,35.06,0.33,0.06,-0.36,81.06,4.12,40.8735565,-104.6174835,3955
134.42,-7.42,63867,3726.76,2158.78,-27.02,26.5,2.94,-2.37,5.09,-54.09,153.34,35.06,0.33,0.06,-0.36,81.06,4.17,40.8735565,-104.6174835,3955
134.48,-7.42,63931,3719.02,2151.04,-26.43,26.5,2.22,-0.41,1.5,-98.65,125.08,27,0.41,0.12,-0.26,70.07,4.17,40.8735565,-104.6174835,3955
134.58,-6.89,63986,3712.38,2144.4,-25.84,26.4,2.66,0.81,-1.41,-113.11,129.48,18.83,0.46,0.18,-0.16,60.01,4.17,40.8735565,-104.6174835,3955
134.63,-6.89,63986,3712.38,2144.4,-25.84,26.4,2.66,0.81,-1.41,-113.11,129.48,18.83,0.46,0.18,-0.16,60.01,4.17,40.8735565,-104.6174835,3955
134.63,-6.89,63986,3712.38,2144.4,-25.84,26.4,2.66,0.81,-1.41,-113.11,129.48,18.83,0.46,0.18,-0.16,60.01,4.17,40.8735565,-104.6174835,3955
134.68,-5.83,63984,3712.62,2144.64,-25.27,26.5,3.99,1.32,-4.5,-121.9,153.28,3.38,0.49,0.21,-0.02,50.2,4.17,40.8735289,-104.6174847,3923
134.74,-5.83,63984,3712.62,2144.64,-25.27,26.5,3.99,1.32,-4.5,-121.9,153.28,3.38,0.49,0.21,-0.02,50.2,4.12,40.8735289,-104.6174847,3923
134.78,-3.71,63871,3726.28,2158.3,-24.86,26.4,5.68,-0.8,-9.2,-144.61,192.89,-36.17,0.47,0.18,0.16,41.27,4.12,40.8735289,-104.6174847,3923
134.88,-2.65,63767,3738.87,2170.88,-24.57,26.4,6.69,-13.8,-15.28,-147.66,221.4,-66.63,0.38,0.08,0.31,42.42,4.12,40.8735289,-104.6174847,3923
134.98,-5.3,63696,3747.47,2179.49,-24.58,26.5,5.39,-21.55,-18.14,-102.49,178.67,-131.14,0.21,-0.06,0.41,49.98,4.12,40.8735289,-104.6174847,3923
135.06,-5.3,63696,3747.47,2179.49,-24.58,26.5,5.39,-21.55,-18.14,-102.49,178.67,-131.14,0.21,-0.06,0.41,49.98,4.16,40.8735289,-104.6174847,3923
135.08,-6.36,63821,3732.33,2164.35,-24.71,26.5,3.11,-15.08,-11.99,-13.14,161.89,-141.27,0.01,-0.14,0.44,63.44,4.16,40.8735289,-104.6174847,3923
135.18,-7.42,63911,3721.44,2153.46,-25,26.4,2.42,-8.97,-7.81,65.97,172.26,-59.55,-0.19,-0.1,0.43,80.24,4.16,40.8735289,-104.6174847,3923
135.28,-9.01,64039,3705.98,2138,-25.4,26.4,0.85,-10.7,-4.91,92.34,98.71,61.31,-0.31,-0.03,0.43,90.99,4.16,40.8735289,-104.6174847,3923
135.38,-9.54,63962,3715.28,2147.3,-25.85,26.4,0.18,-12.5,-9.4,90.32,-23.73,77.6,-0.32,0,0.45,91.25,4.14,40.8735289,-104.6174847,3923
135.38,-9.54,63962,3715.28,2147.3,-25.85,26.4,0.18,-12.5,-9.4,90.32,-23.73,77.6,-0.32,0,0.45,91.25,4.14,40.8735289,-104.6174847,3923
135.48,-7.95,63829,3731.36,2163.38,-26.39,26.4,1.31,-8.13,-13.46,31.97,-102.65,97.69,-0.23,0.03,0.49,86.84,4.14,40.8735289,-104.6174847,3923
135.58,-5.83,63880,3725.19,2157.21,-27.03,26.4,3.28,-8.32,-16.27,-23.33,-112.35,192.29,-0.08,0.01,0.5,88.17,4.14,40.8735289,-104.6174847,3923
135.63,-5.83,63880,3725.19,2157.21,-27.03,26.4,3.28,-8.32,-16.27,-23.33,-112.35,192.29,-0.08,0.01,0.5,88.17,4.14,40.8735289,-104.6174847,3923
135.63,-5.83,63880,3725.19,2157.21,-27.03,26.4,3.28,-8.32,-16.27,-23.33,-112.35,192.29,-0.08,0.01,0.5,88.17,4.14,40.8735289,-104.6174847,3923
135.68,-7.42,64041,3705.74,2137.76,-27.76,26.4,1.88,-11.73,-15.29,-14.6,-71.82,195.47,0.07,0.01,0.5,92.94,4.14,40.8735008,-104.6174861,3893
135.7,-7.42,64041,3705.74,2137.76,-27.76,26.4,1.88,-11.73,-15.29,-14.6,-71.82,195.47,0.07,0.01,0.5,92.94,4.15,40.8735008,-104.6174861,3893
135.78,-8.48,64040,3705.86,2137.88,-28.6,26.4,1.36,-16.66,-13.2,15,-3.34,144.56,0.14,0.06,0.48,100.25,4.15,40.8735008,-104.6174861,3893
135.88,-9.54,64098,3698.86,2130.88,-29.33,26.4,0.09,-10.61,-15.4,10.85,51.66,47.88,0.12,0.11,0.5,107.16,4.15,40.8735008,-104.6174861,3893
135.98,-13.25,64110,3697.41,2129.43,-30.2,26.4,-2.49,-4.95,-14.73,-83.33,75.89,-29.33,0.06,0.08,0.51,111.8,4.15,40.8735008,-104.6174861,3893
136.02,-13.25,64110,3697.41,2129.43,-30.2,26.4,-2.49,-4.95,-14.73,-83.33,75.89,-29.33,0.06,0.08,0.51,111.8,4.18,40.8735008,-104.6174861,3893
136.08,-9.54,64036,3706.34,2138.36,-31.04,26.4,-1.58,-8.68,-5.07,-477.75,83.94,135.83,0.01,-0.13,0.44,125.01,4.18,40.8735008,-104.6174861,3893
136.18,-10.07,64083,3700.67,2132.69,-31.72,26.4,-1.1,-15.07,5.8,-420.62,108.05,5.46,0.02,-0.36,0.15,134.22,4.18,40.8735008,-104.6174861,3893
136.28,-9.54,64123,3695.85,2127.86,-32.34,26.4,0.19,-11.32,15.16,-355.31,-3.83,-66.08,-0.02,-0.32,-0.22,140.39,4.18,40.8735008,-104.6174861,3893
136.34,-9.54,64123,3695.85,2127.86,-32.34,26.4,0.19,-11.32,15.16,-355.31,-3.83,-66.08,-0.02,-0.32,-0.22,140.39,4.17,40.8735008,-104.6174861,3893
136.38,-9.54,64119,3696.33,2128.35,-32.84,26.4,0.71,-3.17,20.71,-274.25,-112.29,-24.14,-0.11,-0.14,-0.42,144.66,4.17,40.8735008,-104.6174861,3893
136.48,-9.01,64189,3687.89,2119.91,-33.13,26.4,0.89,1.25,15.03,-194.9,-137.99,30.85,-0.23,0.06,-0.48,146.41,4.17,40.8735008,-104.6174861,3893
136.58,-9.01,64187,3688.13,2120.15,-33.21,26.4,0.96,1.67,16.14,-137.77,-128.53,69.42,-0.36,0.17,-0.43,143.68,4.17,40.8735008,-104.6174861,3893
136.63,-9.01,64187,3688.13,2120.15,-33.21,26.4,0.96,1.67,16.14,-137.77,-128.53,69.42,-0.36,0.17,-0.43,143.68,4.17,40.8735008,-104.6174861,3893
136.63,-9.01,64187,3688.13,2120.15,-33.21,26.4,0.96,1.67,16.14,-137.77,-128.53,69.42,-0.36,0.17,-0.43,143.68,4.17,40.8735008,-104.6174861,3893
136.66,-9.01,64187,3688.13,2120.15,-33.21,26.4,0.96,1.67,16.14,-137.77,-128.53,69.42,-0.36,0.17,-0.43,143.68,4.14,40.8734569,-104.6174906,3863
136.68,-10.07,64203,3686.21,2118.22,-32.99,26.4,0.23,2.35,10.03,-115.8,-68.1,50.44,-0.45,0.23,-0.39,140.62,4.14,40.8734569,-104.6174906,3863
136.78,-9.54,64301,3674.41,2106.43,-32.45,26.4,0.14,4.45,8.1,-84.55,-8.16,-0.83,-0.48,0.29,-0.37,141,4.14,40.8734569,-104.6174906,3863
136.88,-9.01,64347,3668.88,2100.9,-31.71,26.4,0.83,4.85,6.73,-38.04,41.77,-64.12,-0.46,0.33,-0.34,144.01,4.14,40.8734569,-104.6174906,3863
136.98,-6.89,64420,3660.1,2092.12,-30.81,26.4,2.52,4.58,7.38,-71.18,65.82,-159.89,-0.38,0.43,-0.37,148.13,4.17,40.8734569,-104.6174906,3863
136.98,-6.89,64420,3660.1,2092.12,-30.81,26.4,2.52,4.58,7.38,-71.18,65.82,-159.89,-0.38,0.43,-0.37,148.13,4.17,40.8734569,-104.6174906,3863
137.08,-6.36,64512,3649.06,2081.08,-29.96,26.4,3.57,10.49,6.72,-98.47,45.37,-222.52,-0.21,0.55,-0.34,143.37,4.17,40.8734569,-104.6174906,3863
137.18,-6.36,64582,3640.66,2072.68,-29.03,26.4,3.24,11.14,2.77,-68.98,-4.56,-225.63,-0.02,0.6,-0.28,130.08,4.17,40.8734569,-104.6174906,3863
137.28,-6.89,64588,3639.94,2071.96,-28.17,26.4,2.78,6.45,3.32,-31.57,-30.68,-198.59,0.15,0.56,-0.22,114.82,4.17,40.8734569,-104.6174906,3863
137.3,-6.89,64588,3639.94,2071.96,-28.17,26.4,2.78,6.45,3.32,-31.57,-30.68,-198.59,0.15,0.56,-0.22,114.82,4.15,40.8734569,-104.6174906,3863
137.38,-7.42,64536,3646.18,2078.2,-27.16,26.4,2.16,2.41,4.82,21.04,-49.54,-172.46,0.27,0.47,-0.24,100.72,4.15,40.8734569,-104.6174906,3863
137.48,-6.89,64545,3645.1,2077.12,-26.08,26.4,2.28,0.76,5.69,53.46,-67.24,-168.07,0.33,0.35,-0.29,87.49,4.15,40.8734569,-104.6174906,3863
137.58,-6.36,64490,3651.7,2083.72,-25.12,26.4,3.19,-9.3,6.14,87.94,-70.72,-176.19,0.33,0.2,-0.35,74.79,4.15,40.8734569,-104.6174906,3863
137.62,-6.36,64490,3651.7,2083.72,-25.12,26.4,3.19,-9.3,6.14,87.94,-70.72,-176.19,0.33,0.2,-0.35,74.79,4.13,40.8734569,-104.6174906,3863
137.63,-6.36,64490,3651.7,2083.72,-25.12,26.4,3.19,-9.3,6.14,87.94,-70.72,-176.19,0.33,0.2,-0.35,74.79,4.13,40.8734569,-104.6174906,3863
137.63,-6.36,64490,3651.7,2083.72,-25.12,26.4,3.19,-9.3,6.14,87.94,-70.72,-176.19,0.33,0.2,-0.35,74.79,4.13,40.8734569,-104.6174906,3863
137.68,-5.83,64413,3660.94,2092.96,-24.3,26.4,3.39,-14.28,5.96,135.06,-41.3,-193.71,0.28,0.01,-0.37,62.08,4.13,40.8733993,-104.6174899,3836
137.78,-7.42,64444,3657.22,2089.24,-23.56,26.4,2.51,-15.02,-1.41,205.86,54.52,-181.19,0.21,-0.2,-0.3,48.16,4.13,40.8733993,-104.6174899,3836
137.88,-9.01,64464,3654.82,2086.84,-22.95,26.4,0.54,-13.06,3.23,220.82,110.31,-116.92,0.12,-0.34,-0.11,37.55,4.13,40.8733993,-104.6174899,3836
137.94,-9.01,64464,3654.82,2086.84,-22.95,26.4,0.54,-13.06,3.23,220.82,110.31,-116.92,0.12,-0.34,-0.11,37.55,4.17,40.8733993,-104.6174899,3836
137.98,-10.6,64568,3642.34,2074.36,-22.38,26.4,-0.73,-9.03,-2.98,161.49,87.18,-44.9,0.05,-0.36,0.1,33.41,4.17,40.8733993,-104.6174899,3836
138.08,-10.6,64637,3634.07,2066.09,-21.87,26.4,-0.85,-7.75,-3.51,89.1,28.64,5.15,0.01,-0.33,0.22,31.63,4.17,40.8733993,-104.6174899,3836
138.18,-10.07,64637,3634.07,2066.09,-21.61,26.4,-0.33,-8.05,-4.9,15.73,-43.44,37.93,0.04,-0.31,0.26,29.67,4.17,40.8733993,-104.6174899,3836
138.26,-10.07,64637,3634.07,2066.09,-21.61,26.4,-0.33,-8.05,-4.9,15.73,-43.44,37.93,0.04,-0.31,0.26,29.67,4.17,40.8733993,-104.6174899,3836
138.28,-9.01,64684,3628.44,2060.46,-21.46,26.4,0.36,-8.91,-4.87,-37.67,-100.69,64.3,0.12,-0.31,0.23,30.1,4.17,40.8733993,-104.6174899,3836
138.38,-8.48,64691,3627.61,2059.63,-21.42,26.4,0.97,-10.45,-4.26,-86.99,-132.01,71.07,0.22,-0.3,0.13,37.64,4.17,40.8733993,-104.6174899,3836
138.48,-9.01,64691,3627.61,2059.63,-21.53,26.4,0.69,-15.32,-2.88,-119.4,-128.28,40.37,0.28,-0.28,-0.03,49.5,4.17,40.8733993,-104.6174899,3836
138.58,-8.48,64702,3626.29,2058.31,-21.78,26.4,1.19,-13.31,1.33,-107.87,-170.89,-3.09,0.26,-0.24,-0.18,66.54,4.12,40.8733993,-104.6174899,3836
138.58,-8.48,64702,3626.29,2058.31,-21.78,26.4,1.19,-13.31,1.33,-107.87,-170.89,-3.09,0.26,-0.24,-0.18,66.54,4.12,40.8733993,-104.6174899,3836
138.63,-8.48,64702,3626.29,2058.31,-21.78,26.4,1.19,-13.31,1.33,-107.87,-170.89,-3.09,0.26,-0.24,-0.18,66.54,4.12,40.8733993,-104.6174899,3836
138.63,-8.48,64702,3626.29,2058.31,-21.78,26.4,1.19,-13.31,1.33,-107.87,-170.89,-3.09,0.26,-0.24,-0.18,66.54,4.12,40.8733993,-104.6174899,3836
138.68,-7.42,64650,3632.52,2064.53,-22.1,26.4,2.48,-12.37,6.13,-68.25,-245.84,-8.21,0.15,-0.2,-0.32,90.28,4.12,40.8733493,-104.617489,3810
138.78,-9.01,64658,3631.56,2063.58,-22.54,26.4,-0.59,-6.36,-11.22,94.96,-198.6,26.82,-0.02,-0.2,-0.38,109.86,4.12,40.8733493,-104.617489,3810
138.88,-7.95,64722,3623.9,2055.91,-23.04,26.4,1.88,-12.35,2.93,204.64,-154.77,5.52,-0.11,-0.29,-0.26,125.16,4.12,40.8733493,-104.617489,3810
138.9,-7.95,64722,3623.9,2055.91,-23.04,26.4,1.88,-12.35,2.93,204.64,-154.77,5.52,-0.11,-0.29,-0.26,125.16,4.12,40.8733493,-104.617489,3810
138.98,-9.01,64725,3623.54,2055.56,-23.71,26.4,0.61,-13.52,-1.76,209.77,-80.86,-6.32,-0.15,-0.36,-0.07,133.24,4.12,40.8733493,-104.617489,3810
139.08,-9.01,64814,3612.89,2044.91,-24.5,26.4,0.44,-9.73,-5.24,156.06,-38.98,-12.98,-0.16,-0.35,0.11,137.26,4.12,40.8733493,-104.617489,3810
